QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,VIC,216,Botanic Ridge,765,38.52,1221,61.48,1986,99,20,1,2006
1,VIC,205,Box Hill (Chisholm),362,60.94,232,39.06,594,99.17,5,0.83,599
1,VIC,229,Box Hill (Menzies),389,54.25,328,45.75,717,99.17,6,0.83,723
1,VIC,205,Box Hill Central,463,62.74,275,37.26,738,98.66,10,1.34,748
1,VIC,205,Box Hill CHISHOLM PPVC,3494,53.44,3044,46.56,6538,99.14,57,0.86,6595
1,VIC,209,Box Hill DEAKIN PPVC,1563,50.16,1553,49.84,3116,99.17,26,0.83,3142
1,VIC,221,Box Hill KOOYONG PPVC,2945,50.3,2910,49.7,5855,99.24,45,0.76,5900
1,VIC,229,Box Hill MENZIES PPVC,3450,49.9,3464,50.1,6914,99.14,60,0.86,6974
1,VIC,229,Box Hill North,496,61.92,305,38.08,801,99.13,7,0.87,808
1,VIC,205,Box Hill South,676,66.21,345,33.79,1021,99.61,4,0.39,1025
1,VIC,233,Branxholme,24,17.78,111,82.22,135,97.83,3,2.17,138
1,VIC,321,Braybrook,653,64.78,355,35.22,1008,97.77,23,2.23,1031
1,VIC,213,Briagolong,189,38.81,298,61.19,487,99.59,2,0.41,489
1,VIC,220,Briar Hill,806,61.48,505,38.52,1311,99.24,10,0.76,1321
1,VIC,224,Bridgewater,54,20.53,209,79.47,263,100,0,0,263
1,VIC,322,Bridport,568,73.58,204,26.42,772,99.36,5,0.64,777
1,VIC,218,Bright,247,56.39,191,43.61,438,98.65,6,1.35,444
1,VIC,218,Bright PPVC,1153,43.64,1489,56.36,2642,99.29,19,0.71,2661
1,VIC,214,Brighton,1167,54.94,957,45.06,2124,99.25,16,0.75,2140
1,VIC,214,Brighton Beach,714,57.17,535,42.83,1249,99.13,11,0.87,1260
1,VIC,214,Brighton East,653,50.86,631,49.14,1284,99.38,8,0.62,1292
1,VIC,214,Brighton East Upper,927,63.49,533,36.51,1460,98.92,16,1.08,1476
1,VIC,214,Brighton GOLDSTEIN PPVC,7508,50.9,7242,49.1,14750,99.35,97,0.65,14847
1,VIC,322,Brighton MACNAMARA PPVC,4320,65.66,2259,34.34,6579,99.29,47,0.71,6626
1,VIC,214,Brighton North,1154,58.58,816,41.42,1970,98.75,25,1.25,1995
1,VIC,324,Broadford,501,31.71,1079,68.29,1580,98.75,20,1.25,1600
1,VIC,203,Broadmeadows,570,52.49,516,47.51,1086,96.62,38,3.38,1124
1,VIC,203,Broadmeadows North,634,48.47,674,51.53,1308,98.12,25,1.88,1333
1,VIC,326,Brookfield,760,48.53,806,51.47,1566,99.24,12,0.76,1578
