QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,TAS,319,Special Hospital Team 1,219,56.15,171,43.85,390,98.48,6,1.52,396
1,TAS,195,Special Hospital Team 1,253,49.71,256,50.29,509,99.41,3,0.59,512
1,TAS,192,Special Hospital Team 1,89,40.09,133,59.91,222,98.67,3,1.33,225
1,TAS,193,Special Hospital Team 1,106,37.19,179,62.81,285,97.27,8,2.73,293
1,TAS,196,Special Hospital Team 1,72,38.71,114,61.29,186,97.89,4,2.11,190
1,TAS,192,Special Hospital Team 2,198,43.42,258,56.58,456,99.56,2,0.44,458
1,TAS,196,Special Hospital Team 2,64,42.95,85,57.05,149,99.33,1,0.67,150
1,TAS,193,Special Hospital Team 2,105,30,245,70,350,98.59,5,1.41,355
1,TAS,319,Special Hospital Team 2,8,50,8,50,16,100,0,0,16
1,TAS,193,Special Hospital Team 3,96,34.91,179,65.09,275,96.49,10,3.51,285
1,TAS,196,Special Hospital Team 3,44,29.73,104,70.27,148,99.33,1,0.67,149
1,TAS,192,Special Hospital Team 3,83,51.88,77,48.13,160,98.16,3,1.84,163
1,TAS,193,Special Hospital Team 4,4,44.44,5,55.56,9,100,0,0,9
1,TAS,193,Sprent,50,22.12,176,77.88,226,99.56,1,0.44,227
1,TAS,193,Spreyton,331,23.9,1054,76.1,1385,99.14,12,0.86,1397
1,TAS,196,St Helens,248,35.28,455,64.72,703,98.74,9,1.26,712
1,TAS,196,St Helens PPVC,771,35.66,1391,64.34,2162,99.08,20,0.92,2182
1,TAS,192,St Leonards,293,29.18,711,70.82,1004,99.01,10,0.99,1014
1,TAS,196,St Marys,203,42.47,275,57.53,478,99.17,4,0.83,482
1,TAS,193,Stanley,107,29.48,256,70.52,363,99.45,2,0.55,365
1,TAS,193,Stowport,72,23.84,230,76.16,302,98.69,4,1.31,306
1,TAS,193,Strahan,84,26.92,228,73.08,312,99.68,1,0.32,313
1,TAS,193,Sulphur Creek,224,30.23,517,69.77,741,98.67,10,1.33,751
1,TAS,192,Summerhill (Bass),675,35.25,1240,64.75,1915,98.81,23,1.19,1938
1,TAS,196,Summerhill (Lyons),132,28.76,327,71.24,459,98.29,8,1.71,467
1,TAS,196,Swansea,243,30.99,541,69.01,784,99.12,7,0.88,791
1,TAS,196,Taranna,147,47.73,161,52.27,308,100,0,0,308
1,TAS,319,Taroona,953,74.98,318,25.02,1271,99.61,5,0.39,1276
1,TAS,196,Tea Tree,78,30.23,180,69.77,258,100,0,0,258
1,TAS,192,Trevallyn,441,43.32,577,56.68,1018,97.88,22,2.12,1040
1,TAS,192,Trevallyn Central,562,62.1,343,37.9,905,98.91,10,1.09,915
1,TAS,196,Triabunna,163,25.87,467,74.13,630,99.53,3,0.47,633
1,TAS,193,Tullah,22,20.18,87,79.82,109,100,0,0,109
1,TAS,196,Tunnack,41,17.15,198,82.85,239,98.76,3,1.24,242
1,TAS,193,Turners Beach,274,31.71,590,68.29,864,99.2,7,0.8,871
1,TAS,193,Ulverstone Central,321,30.37,736,69.63,1057,98.51,16,1.49,1073
1,TAS,193,Ulverstone East,146,23.86,466,76.14,612,99.03,6,0.97,618
1,TAS,193,Ulverstone PPVC,1000,27.18,2679,72.82,3679,98.98,38,1.02,3717
1,TAS,193,Ulverstone South,486,29.89,1140,70.11,1626,98.37,27,1.63,1653
1,TAS,193,Waratah,44,31.88,94,68.12,138,100,0,0,138
1,TAS,195,Warrane,702,45.67,835,54.33,1537,98.34,26,1.66,1563
1,TAS,192,Waverley,240,28.14,613,71.86,853,97.82,19,2.18,872
1,TAS,193,Wesley Vale,80,25.81,230,74.19,310,99.04,3,0.96,313
1,TAS,319,West Hobart Central,1146,77.02,342,22.98,1488,98.8,18,1.2,1506
1,TAS,319,West Hobart South,728,82.17,158,17.83,886,99.55,4,0.45,890
1,TAS,192,West Launceston,606,57.12,455,42.88,1061,99.25,8,0.75,1069
1,TAS,193,West Ulverstone,353,30.02,823,69.98,1176,98.66,16,1.34,1192
1,TAS,196,Westbury,385,30.7,869,69.3,1254,98.74,16,1.26,1270
1,TAS,196,Westerway,134,37.02,228,62.98,362,98.37,6,1.63,368
1,TAS,192,Weymouth,57,32.57,118,67.43,175,96.69,6,3.31,181
1,TAS,192,Whitemark,172,46.36,199,53.64,371,98.41,6,1.59,377
1,TAS,196,Wilmot,86,37.72,142,62.28,228,99.56,1,0.44,229
1,TAS,192,Winnaleah,38,19.9,153,80.1,191,98.96,2,1.04,193
1,TAS,193,Wivenhoe,62,32.29,130,67.71,192,98.46,3,1.54,195
1,TAS,195,Woodbridge,237,62.2,144,37.8,381,98.7,5,1.3,386
1,TAS,193,Wynyard Central,402,28.61,1003,71.39,1405,98.18,26,1.82,1431
1,TAS,193,Wynyard West,485,28.4,1223,71.6,1708,99.07,16,0.93,1724
1,TAS,193,Yolla,79,26.33,221,73.67,300,97.4,8,2.6,308
