2023 Referendum Polling Place Results By State [Please Note: These results are not final. Event:29581 Phase:PostElection Generated:2023-10-19T17:33:49 Cycle:105353d2-ec22-4dab-bfed-428bd67db69c Created:2023-10-19T17:33:42 Environment:PROD Site:CANBERRA Server:VTR03 Version:10.11.168.0]
QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,NSW,115,Berkeley Vale,784,41.93,1086,58.07,1870,98.84,22,1.16,1892
1,NSW,115,Berkeley Vale North,223,36.5,388,63.5,611,99.51,3,0.49,614
1,NSW,150,Berkeley West,438,38.19,709,61.81,1147,98.79,14,1.21,1161
1,NSW,128,Berkshire Park,53,13.59,337,86.41,390,100,0,0,390
1,NSW,117,Bermagui,629,52.16,577,47.84,1206,98.69,16,1.31,1222
1,NSW,106,Berowra,1092,54.22,922,45.78,2014,98.82,24,1.18,2038
1,NSW,106,Berowra Heights,712,61.38,448,38.62,1160,99.06,11,0.94,1171
1,NSW,106,Berowra PPVC,1691,46.2,1969,53.8,3660,99.27,27,0.73,3687
1,NSW,117,Berridale,184,45.54,220,54.46,404,99.51,2,0.49,406
1,NSW,118,Berrigan,108,16.19,559,83.81,667,99.11,6,0.89,673
1,NSW,150,Berrima,197,40.37,291,59.63,488,99.39,3,0.61,491
1,NSW,120,Berry,788,53.39,688,46.61,1476,99.46,8,0.54,1484
1,NSW,104,Beverly Hills,315,31.28,692,68.72,1007,99.41,6,0.59,1013
1,NSW,104,Beverly Hills Central,198,39.29,306,60.71,504,98.44,8,1.56,512
1,NSW,103,Beverly Hills North (Banks),92,33.45,183,66.55,275,97.17,8,2.83,283
1,NSW,251,Beverly Hills North (Watson),632,35.39,1154,64.61,1786,97.81,40,2.19,1826
1,NSW,103,Beverly Hills South (Banks),192,44.24,242,55.76,434,98.19,8,1.81,442
1,NSW,104,Beverly Hills South (Barton),274,40.9,396,59.1,670,97.67,16,2.33,686
1,NSW,138,Bexhill,192,41.92,266,58.08,458,98.92,5,1.08,463
1,NSW,104,Bexley,620,40.79,900,59.21,1520,97.12,45,2.88,1565
1,NSW,104,Bexley Central,257,42.76,344,57.24,601,99.83,1,0.17,602
1,NSW,104,Bexley East,449,44.37,563,55.63,1012,96.93,32,3.07,1044
1,NSW,104,Bexley North,522,48.74,549,51.26,1071,98.26,19,1.74,1090
1,NSW,104,Bexley North Park,557,37.33,935,62.67,1492,98.87,17,1.13,1509
1,NSW,104,Bexley South,271,42.34,369,57.66,640,98.01,13,1.99,653
1,NSW,104,Bexley West,493,30.06,1147,69.94,1640,97.85,36,2.15,1676
1,NSW,111,Bidwill,376,35.71,677,64.29,1053,98.23,19,1.77,1072
1,NSW,125,Bigga,17,13.49,109,86.51,126,98.44,2,1.56,128
1,NSW,145,Bilambil,390,38.39,626,61.61,1016,98.45,16,1.55,1032
1,NSW,132,Bilgola Plateau,651,66.63,326,33.37,977,99.09,9,0.91,986
1,NSW,250,Billimari,31,19.87,125,80.13,156,100,0,0,156
1,NSW,145,Billinudgel,316,60.54,206,39.46,522,97.94,11,2.06,533
1,NSW,133,Bilpin,200,45.66,238,54.34,438,99.32,3,0.68,441
1,NSW,117,Binalong,60,29.13,146,70.87,206,99.04,2,0.96,208
1,NSW,125,Binda,42,23.6,136,76.4,178,98.89,2,1.11,180
1,NSW,135,Bingara,144,15.53,783,84.47,927,99.68,3,0.32,930
1,NSW,139,Binnaway,66,17.79,305,82.21,371,99.2,3,0.8,374
1,NSW,126,Biraban,338,34.88,631,65.12,969,97.39,26,2.61,995
1,NSW,121,Birchgrove,1174,78.27,326,21.73,1500,99.34,10,0.66,1510
